"","diff_otu","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Study","CI_low","CI_hig","Significant","taxonomy","Taxonomy","ID_Taxonomy","Taxon","diff_oral","Taxon_oral","taxon_oral","absFC"
"75","336228","8.42975232237325",2.16205799955358,"0.317499262583949","6.80964731054112","9.78383043649797e-12",6.52255362433198e-10,"PRJNA375772_Xi_an",1.54293443751488,2.78118156159228,"GC enriched","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__"," g__Dialister","336228 
  g__Dialister","336228; g__Dialister","*","* 336228; g__Dialister","* 336228 
  g__Dialister",2.16205799955358
"192","73894","3.6513300653402",2.13421313381086,"0.385584170379135","5.53501232094757","3.1120647678216e-08",1.24012845087532e-07,"PRJEB26931",1.38232400157155,2.88610226605017,"GC enriched","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__"," o__Clostridiales","73894 
  o__Clostridiales","73894; o__Clostridiales","*","* 73894; o__Clostridiales","* 73894 
  o__Clostridiales",2.13421313381086
"178","529453","",2.13236849903624,"","","",1.0919420819722e-06,"Combined",1.27493988038959,2.98979711768289,"GC enriched","k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__"," g__Fusobacterium","529453 
  g__Fusobacterium","529453; g__Fusobacterium","*","* 529453; g__Fusobacterium","* 529453 
  g__Fusobacterium",2.13236849903624
"9","1018784","7.42064983845465",2.06103962172131,"0.273927859974504","7.52402337576448","5.31158420527862e-14",6.25730529548676e-13,"PRJNA481413",1.52688029477103,2.59519894867159,"GC enriched","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__"," g__Prevotella","1018784 
  g__Prevotella","1018784; g__Prevotella","*","* 1018784; g__Prevotella","* 1018784 
  g__Prevotella",2.06103962172131
"153","4468411","2.8228659169526",2.0144143576119,"0.247615814967877","8.13524111080395","4.11119296319015e-16",6.20533187881514e-15,"PRJNA481413",1.53156351842454,2.49726519679926,"GC enriched","k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__"," g__Fusobacterium","4468411 
  g__Fusobacterium","4468411; g__Fusobacterium","*","* 4468411; g__Fusobacterium","* 4468411 
  g__Fusobacterium",2.0144143576119
"135","4399326","",2.00692352642559,"","","",5.98465925955504e-12,"Combined",1.43519537090436,2.57865168194683,"GC enriched","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Selenomonas; s__"," g__Selenomonas","4399326 
  g__Selenomonas","4399326; g__Selenomonas","*","* 4399326; g__Selenomonas","* 4399326 
  g__Selenomonas",2.00692352642559
"183","553611","",1.99254580559665,"","","",1.76733764316767e-05,"Combined",1.08272915409604,2.90236245709725,"GC enriched","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__"," g__Bifidobacterium","553611 
  g__Bifidobacterium","553611; g__Bifidobacterium","*","* 553611; g__Bifidobacterium","* 553611 
  g__Bifidobacterium",1.99254580559665
"82","359079","",1.98560453255844,"","","",0.00150186181604355,"Combined",0.759606827190273,3.21160223792661,"GC enriched","k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__anginosus"," s__anginosus","359079 
  s__anginosus","359079; s__anginosus","*","* 359079; s__anginosus","* 359079 
  s__anginosus",1.98560453255844
"173","509149","",1.97334802270915,"","","",0.00261544748571865,"Combined",0.688253454797288,3.25844259062101,"GC enriched","k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__"," g__Lactobacillus","509149 
  g__Lactobacillus","509149; g__Lactobacillus","*","* 509149; g__Lactobacillus","* 509149 
  g__Lactobacillus",1.97334802270915
"118","4342220","6.30965026091683",1.95945006352705,"0.385167723883198","5.08726443579486","3.63265163798959e-07",1.3838672906627e-05,"PRJNA375772_Xi_an",1.20837300195481,2.71052712509928,"GC enriched","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__"," g__Prevotella","4342220 
  g__Prevotella","4342220; g__Prevotella","*","* 4342220; g__Prevotella","* 4342220 
  g__Prevotella",1.95945006352705
"107","4318284","28.687731483721",1.95691462402121,"0.470596027475424","4.15837472007434","3.20519936632711e-05",0.00144647545596504,"PRJNA375772_Inner_Mongolia",1.03925237044414,2.87457687759829,"GC enriched","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__"," g__Dialister","4318284 
  g__Dialister","4318284; g__Dialister","*","* 4318284; g__Dialister","* 4318284 
  g__Dialister",1.95691462402121
"39","1077325","6.98056636548896",1.93939329226991,"0.28577037108446","6.78654433246585","1.14851223719408e-11",1.08770864816616e-10,"PRJNA481413",1.38214106865521,2.49664551588461,"GC enriched","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Actinobacillus; s__parahaemolyticus"," s__parahaemolyticus","1077325 
  s__parahaemolyticus","1077325; s__parahaemolyticus",""," 1077325; s__parahaemolyticus"," 1077325 
  s__parahaemolyticus",1.93939329226991
"110","4318284","",1.93132146411232,"","","",8.7069159486392e-05,"Combined",0.966677487254903,2.89596544096973,"GC enriched","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__"," g__Dialister","4318284 
  g__Dialister","4318284; g__Dialister","*","* 4318284; g__Dialister","* 4318284 
  g__Dialister",1.93132146411232
"105","4302282","",1.91156638464878,"","","",3.31550383323734e-07,"Combined",1.17759614601763,2.64553662327993,"GC enriched","k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__"," g__Leptotrichia","4302282 
  g__Leptotrichia","4302282; g__Leptotrichia","*","* 4302282; g__Leptotrichia","* 4302282 
  g__Leptotrichia",1.91156638464878
"194","73894","3.14950491778544",1.90558726135182,"0.341928838951397","5.57305218008443","2.50314555290398e-08",1.1779508484254e-06,"PRJNA375772_Xi_an",1.2388260253966,2.57234849730704,"GC enriched","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__"," o__Clostridiales","73894 
  o__Clostridiales","73894; o__Clostridiales","*","* 73894; o__Clostridiales","* 73894 
  o__Clostridiales",1.90558726135182
"101","4302282","22.4498864797148",1.86574442842414,"0.313079205441202","5.95933679400671","2.5326365534805e-09",1.13324754257433e-08,"PRJEB26931",1.2552399778138,2.47624887903449,"GC enriched","k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__"," g__Leptotrichia","4302282 
  g__Leptotrichia","4302282; g__Leptotrichia","*","* 4302282; g__Leptotrichia","* 4302282 
  g__Leptotrichia",1.86574442842414
"140","4432270","",1.83777554707581,"","","",0.00850593476785903,"Combined",0.468879468852224,3.2066716252994,"GC enriched","k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__mucosae"," s__mucosae","4432270 
  s__mucosae","4432270; s__mucosae",""," 4432270; s__mucosae"," 4432270 
  s__mucosae",1.83777554707581
"44","1087878","6.16528000845283",1.80894415547011,"0.237524561986409","7.61581935081567","2.62023942579538e-14",3.16393910664792e-13,"PRJNA481413",1.34577125959661,2.2721170513436,"GC enriched","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__"," g__Actinomyces","1087878 
  g__Actinomyces","1087878; g__Actinomyces","*","* 1087878; g__Actinomyces","* 1087878 
  g__Actinomyces",1.80894415547011
"134","4399326","5.79672546285861",1.80650974641305,"0.261097165578144","6.91891749346615","4.55107810065707e-12",4.57952233878617e-11,"PRJNA481413",1.29737027353567,2.31564921929043,"GC enriched","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Selenomonas; s__"," g__Selenomonas","4399326 
  g__Selenomonas","4399326; g__Selenomonas","*","* 4399326; g__Selenomonas","* 4399326 
  g__Selenomonas",1.80650974641305
"199","851961","3.89243368397",1.7722600453277,"0.339683033876095","5.2173934773974","1.81458516497028e-07",7.64035858934856e-06,"PRJNA375772_Xi_an",1.10987812926931,2.43464196138608,"GC enriched","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__"," g__Prevotella","851961 
  g__Prevotella","851961; g__Prevotella","*","* 851961; g__Prevotella","* 851961 
  g__Prevotella",1.7722600453277
"130","4396516","",1.74898111895419,"","","",0.00250686806500514,"Combined",0.61484470829784,2.88311752961053,"GC enriched","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__"," f__Lachnospiraceae","4396516 
  f__Lachnospiraceae","4396516; f__Lachnospiraceae",""," 4396516; f__Lachnospiraceae"," 4396516 
  f__Lachnospiraceae",1.74898111895419
"128","4396516","23.406052751666",1.72284212340775,"0.378044840470747","4.55724278967131","5.1829500739014e-06",0.00015356889107856,"PRJNA375772_Xi_an",0.985654684489796,2.46002956232571,"GC enriched","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__"," f__Lachnospiraceae","4396516 
  f__Lachnospiraceae","4396516; f__Lachnospiraceae",""," 4396516; f__Lachnospiraceae"," 4396516 
  f__Lachnospiraceae",1.72284212340775
"163","463233","",-1.70568909515025,"","","",7.15793957634101e-08,"Combined",-2.32625516462211,-1.08512302567839,"Gastritis enriched","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__"," f__S24-7","463233 
  f__S24-7","463233; f__S24-7",""," 463233; f__S24-7"," 463233 
  f__S24-7",1.70568909515025
"197","851961","9.70202785060733",1.6812785622324,"0.382357856237344","4.39713356167781","1.09689852635532e-05",3.46803845458449e-05,"PRJEB26931",0.935680742569584,2.42687638189523,"GC enriched","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__"," g__Prevotella","851961 
  g__Prevotella","851961; g__Prevotella","*","* 851961; g__Prevotella","* 851961 
  g__Prevotella",1.6812785622324
"200","851961","3.11957934213965",1.66565037138748,"0.241241855236384","6.90448334413352","5.03864684400762e-12",4.96666617480751e-11,"PRJNA481413",1.19522875367653,2.13607198909843,"GC enriched","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__"," g__Prevotella","851961 
  g__Prevotella","851961; g__Prevotella","*","* 851961; g__Prevotella","* 851961 
  g__Prevotella",1.66565037138748
"150","4458501","",1.6520881581005,"","","",0.000872062117620867,"Combined",0.679369067703084,2.62480724849792,"GC enriched","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Parvimonas; s__"," g__Parvimonas","4458501 
  g__Parvimonas","4458501; g__Parvimonas","*","* 4458501; g__Parvimonas","* 4458501 
  g__Parvimonas",1.6520881581005
"88","3756908","12.2349558666385",1.61868516300438,"0.41823190081372","3.87030534938879","0.000108699118479904",0.00380175166883464,"PRJNA375772_Inner_Mongolia",0.803132956417626,2.43423736959113,"GC enriched","k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Olsenella; s__uli"," s__uli","3756908 
  s__uli","3756908; s__uli","*","* 3756908; s__uli","* 3756908 
  s__uli",1.61868516300438
"49","1102876","5.46353446489864",1.61307245902629,"0.265089656812814","6.08500715727778","1.16486106693953e-09",8.79106086455928e-09,"PRJNA481413",1.0961476282413,2.12999728981127,"GC enriched","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__mucilaginosa"," s__mucilaginosa","1102876 
  s__mucilaginosa","1102876; s__mucilaginosa","*","* 1102876; s__mucilaginosa","* 1102876 
  s__mucilaginosa",1.61307245902629
"112","4338372","10.3214621222648",1.6021578481847,"0.421017213639011","3.8054449943665","0.000141549470303694",0.00482994412085045,"PRJNA375772_Inner_Mongolia",0.781174281588634,2.42314141478078,"GC enriched","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__"," g__Prevotella","4338372 
  g__Prevotella","4338372; g__Prevotella","*","* 4338372; g__Prevotella","* 4338372 
  g__Prevotella",1.6021578481847
"10","1018784","",1.58888014827472,"","","",0.00605939551080622,"Combined",0.454213968701284,2.72354632784816,"GC enriched","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__"," g__Prevotella","1018784 
  g__Prevotella","1018784; g__Prevotella","*","* 1018784; g__Prevotella","* 1018784 
  g__Prevotella",1.58888014827472
"52","1117686","4.85385395275187",-1.58678587739552,"0.381339239245222","-4.16108733141708","3.16735925169394e-05",0.00144647545596504,"PRJNA375772_Inner_Mongolia",-2.3303973939237,-0.843174360867337,"Gastritis enriched","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__; s__"," f__Neisseriaceae","1117686 
  f__Neisseriaceae","1117686; f__Neisseriaceae",""," 1117686; f__Neisseriaceae"," 1117686 
  f__Neisseriaceae",1.58678587739552
"160","463233","1.90309795977722",-1.58532897075626,"0.230666111363731","-6.87283000256765","6.29405567889481e-12",3.64665680353247e-11,"PRJEB26931",-2.03512788791554,-1.13553005359699,"Gastritis enriched","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__"," f__S24-7","463233 
  f__S24-7","463233; f__S24-7",""," 463233; f__S24-7"," 463233 
  f__S24-7",1.58532897075626
"68","31235","9.81784735976043",1.56715206491307,"0.338763785407046","4.62609089997634","3.72631807744117e-06",1.22968496555559e-05,"PRJEB26931",0.906562683369333,2.22774144645681,"GC enriched","k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__"," g__Leptotrichia","31235 
  g__Leptotrichia","31235; g__Leptotrichia","*","* 31235; g__Leptotrichia","* 31235 
  g__Leptotrichia",1.56715206491307
"29","1061162","3.34164484050604",1.56381473261324,"0.225859953509638","6.92382473436801","4.39609755027728e-12",4.51769173783814e-11,"PRJNA481413",1.12338782326945,2.00424164195703,"GC enriched","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__"," g__Actinomyces","1061162 
  g__Actinomyces","1061162; g__Actinomyces",""," 1061162; g__Actinomyces"," 1061162 
  g__Actinomyces",1.56381473261324
"207","960338","3.70316155008845",1.55429870136431,"0.277072066993809","5.60972716675565","2.02645835092473e-08",8.2623166740406e-08,"PRJEB26931",1.01400817072639,2.09458923200224,"GC enriched","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__"," g__Actinomyces","960338 
  g__Actinomyces","960338; g__Actinomyces",""," 960338; g__Actinomyces"," 960338 
  g__Actinomyces",1.55429870136431
"77","336228","",1.54054431585889,"","","",0.00369224551479342,"Combined",0.500559981435888,2.5805286502819,"GC enriched","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__"," g__Dialister","336228 
  g__Dialister","336228; g__Dialister","*","* 336228; g__Dialister","* 336228 
  g__Dialister",1.54054431585889
"18","1050461","7.14663582460124",1.51383140565922,"0.361789083483647","4.18429265770715","2.86055398553607e-05",0.000738207480138341,"PRJNA375772_Xi_an",0.808342692866112,2.21932011845234,"GC enriched","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__nigrescens"," s__nigrescens","1050461 
  s__nigrescens","1050461; s__nigrescens","*","* 1050461; s__nigrescens","* 1050461 
  s__nigrescens",1.51383140565922
"121","4388247","2.58735094960021",1.49948519157215,"0.321966206170389","4.65727508923282","3.20422170326521e-06",1.07077788564812e-05,"PRJEB26931",0.871651089539892,2.12731929360441,"GC enriched","k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__"," g__Leptotrichia","4388247 
  g__Leptotrichia","4388247; g__Leptotrichia","*","* 4388247; g__Leptotrichia","* 4388247 
  g__Leptotrichia",1.49948519157215
"40","1077325","",1.49859919041743,"","","",0.000723702804385932,"Combined",0.629717689239688,2.36748069159517,"GC enriched","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Actinobacillus; s__parahaemolyticus"," s__parahaemolyticus","1077325 
  s__parahaemolyticus","1077325; s__parahaemolyticus",""," 1077325; s__parahaemolyticus"," 1077325 
  s__parahaemolyticus",1.49859919041743
"109","4318284","2.88759993743689",1.49471824333819,"0.22824451858163","6.54875855344413","5.80173423441934e-11",5.09497751859007e-10,"PRJNA481413",1.04964143210401,1.93979505457237,"GC enriched","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__"," g__Dialister","4318284 
  g__Dialister","4318284; g__Dialister","*","* 4318284; g__Dialister","* 4318284 
  g__Dialister",1.49471824333819
"165","471157","22.5045332732277",1.45643919259857,"0.420239632260545","3.46573497783663","0.000528784232070892",0.011228761733473,"PRJNA375772_Inner_Mongolia",0.636971909690511,2.27590647550664,"ns","k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Slackia; s__"," g__Slackia","471157 
  g__Slackia","471157; g__Slackia","*","* 471157; g__Slackia","* 471157 
  g__Slackia",1.45643919259857
"131","4399326","5.77420046579821",1.45329455416909,"0.343760969589796","4.22763106557234","2.36164610696985e-05",7.22869069263814e-05,"PRJEB26931",0.782960663468989,2.12362844486919,"GC enriched","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Selenomonas; s__"," g__Selenomonas","4399326 
  g__Selenomonas","4399326; g__Selenomonas","*","* 4399326; g__Selenomonas","* 4399326 
  g__Selenomonas",1.45329455416909
"15","1049979","",1.44961224330529,"","","",0.00385688731750195,"Combined",0.466378276336735,2.43284621027384,"GC enriched","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__"," g__[Prevotella]","1049979 
  g__[Prevotella]","1049979; g__[Prevotella]","*","* 1049979; g__[Prevotella]","* 1049979 
  g__[Prevotella]",1.44961224330529
"196","73894","",1.42385639111649,"","","",7.85661442477132e-06,"Combined",0.799404999915059,2.04830778231792,"GC enriched","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__"," o__Clostridiales","73894 
  o__Clostridiales","73894; o__Clostridiales","*","* 73894; o__Clostridiales","* 73894 
  o__Clostridiales",1.42385639111649
"102","4302282","11.7202350076913",1.41102802989981,"0.375589064302702","3.75684002546626","0.00017207241681937",0.00518141836381347,"PRJNA375772_Inner_Mongolia",0.678629354509541,2.14342670529008,"GC enriched","k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__"," g__Leptotrichia","4302282 
  g__Leptotrichia","4302282; g__Leptotrichia","*","* 4302282; g__Leptotrichia","* 4302282 
  g__Leptotrichia",1.41102802989981
"48","1102876","20.8891904334535",1.410549568706,"0.319729561950071","4.4116958097427","1.02564140642842e-05",0.000287899342155346,"PRJNA375772_Xi_an",0.787076922903361,2.03402221450864,"GC enriched","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__mucilaginosa"," s__mucilaginosa","1102876 
  s__mucilaginosa","1102876; s__mucilaginosa","*","* 1102876; s__mucilaginosa","* 1102876 
  s__mucilaginosa",1.410549568706
"120","4342220","",1.4091496956285,"","","",0.00123927949755514,"Combined",0.553993490898899,2.26430590035809,"GC enriched","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__"," g__Prevotella","4342220 
  g__Prevotella","4342220; g__Prevotella","*","* 4342220; g__Prevotella","* 4342220 
  g__Prevotella",1.4091496956285
"113","4338372","4.21365735180596",1.39819571336429,"0.339509335691424","4.11828355328378","3.81704851053891e-05",0.000925345093463977,"PRJNA375772_Xi_an",0.736152508766016,2.06023891796257,"GC enriched","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__"," g__Prevotella","4338372 
  g__Prevotella","4338372; g__Prevotella","*","* 4338372; g__Prevotella","* 4338372 
  g__Prevotella",1.39819571336429
"152","4468411","2.59896719073001",1.36562809564784,"0.330719878674007","4.12925918188894","3.63933966087569e-05",0.00155653672052181,"PRJNA375772_Inner_Mongolia",0.720724332233525,2.01053185906215,"GC enriched","k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__"," g__Fusobacterium","4468411 
  g__Fusobacterium","4468411; g__Fusobacterium","*","* 4468411; g__Fusobacterium","* 4468411 
  g__Fusobacterium",1.36562809564784
"188","689559","1.70098065780933",-1.36255713843415,"0.260975303075956","-5.22101946956102","1.77940830363466e-07",6.57012296726645e-07,"PRJEB26931",-1.87145897943227,-0.853655297436039,"Gastritis enriched","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__; s__"," f__Rhodocyclaceae","689559 
  f__Rhodocyclaceae","689559; f__Rhodocyclaceae",""," 689559; f__Rhodocyclaceae"," 689559 
  f__Rhodocyclaceae",1.36255713843415
"206","903373","",1.35034561100351,"","","",0.00430497043612798,"Combined",0.423299433763018,2.277391788244,"GC enriched","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Selenomonas; s__"," g__Selenomonas","903373 
  g__Selenomonas","903373; g__Selenomonas","*","* 903373; g__Selenomonas","* 903373 
  g__Selenomonas",1.35034561100351
"51","1117686","1.72331985226373",-1.33489091386823,"0.221862608075805","-6.01674579346931","1.7795820561976e-09",8.13523225690334e-09,"PRJEB26931",-1.76752299961605,-0.902258828120412,"Gastritis enriched","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__; s__"," f__Neisseriaceae","1117686 
  f__Neisseriaceae","1117686; f__Neisseriaceae",""," 1117686; f__Neisseriaceae"," 1117686 
  f__Neisseriaceae",1.33489091386823
"201","851961","",1.33022345819848,"","","",0.000522926766070437,"Combined",0.578596532521618,2.08185038387534,"GC enriched","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__"," g__Prevotella","851961 
  g__Prevotella","851961; g__Prevotella","*","* 851961; g__Prevotella","* 851961 
  g__Prevotella",1.33022345819848
"103","4302282","6.87125052420422",1.32690439541174,"0.3457405028118","3.8378621672047","0.000124110108906206",0.00254584838781962,"PRJNA375772_Xi_an",0.652710414928729,2.00109837589475,"GC enriched","k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__"," g__Leptotrichia","4302282 
  g__Leptotrichia","4302282; g__Leptotrichia","*","* 4302282; g__Leptotrichia","* 4302282 
  g__Leptotrichia",1.32690439541174
"154","4468411","",1.32337112491895,"","","",0.0021849198559164,"Combined",0.476808574410716,2.16993367542718,"GC enriched","k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__"," g__Fusobacterium","4468411 
  g__Fusobacterium","4468411; g__Fusobacterium","*","* 4468411; g__Fusobacterium","* 4468411 
  g__Fusobacterium",1.32337112491895
"180","553611","8.82851100357859",1.31874547285524,"0.321566505756075","4.10100383357581","4.11361744368091e-05",0.00164427165820274,"PRJNA375772_Inner_Mongolia",0.691690786630896,1.94580015907959,"GC enriched","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__"," g__Bifidobacterium","553611 
  g__Bifidobacterium","553611; g__Bifidobacterium","*","* 553611; g__Bifidobacterium","* 553611 
  g__Bifidobacterium",1.31874547285524
"205","903373","2.38301123106388",1.28516876819079,"0.209654124522886","6.12994746044457","8.79080982106634e-10",6.84832442512104e-09,"PRJNA481413",0.876343225371164,1.69399431101042,"GC enriched","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Selenomonas; s__"," g__Selenomonas","903373 
  g__Selenomonas","903373; g__Selenomonas","*","* 903373; g__Selenomonas","* 903373 
  g__Selenomonas",1.28516876819079
"46","1102876","20.9226833361428",1.26464756740754,"0.368006586191361","3.43648079915051","0.000589324123787823",0.00152905718604408,"PRJEB26931",0.547034724334386,1.9822604104807,"GC enriched","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__mucilaginosa"," s__mucilaginosa","1102876 
  s__mucilaginosa","1102876; s__mucilaginosa","*","* 1102876; s__mucilaginosa","* 1102876 
  s__mucilaginosa",1.26464756740754
"1","1007646","4.61751119012647",-1.26345013218724,"0.251723008821232","-5.01920797031515","5.18849549129029e-07",1.83860779825589e-06,"PRJEB26931",-1.75430999938864,-0.772590264985835,"Gastritis enriched","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__"," g__Acinetobacter","1007646 
  g__Acinetobacter","1007646; g__Acinetobacter","*","* 1007646; g__Acinetobacter","* 1007646 
  g__Acinetobacter",1.26345013218724
"96","4298291","23.5446434540669",1.243562812017,"0.396707032792715","3.1347133002978","0.00172022142991128",0.00405480765621944,"PRJEB26931",0.469984098071203,2.01714152596279,"GC enriched","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__melaninogenica"," s__melaninogenica","4298291 
  s__melaninogenica","4298291; s__melaninogenica","*","* 4298291; s__melaninogenica","* 4298291 
  s__melaninogenica",1.243562812017
"36","1077325","13.6946026486939",1.23131377583075,"0.380149510881974","3.23902501669414","0.00119939053015764",0.0029049458712075,"PRJEB26931",0.490022229610904,1.9726053220506,"GC enriched","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Actinobacillus; s__parahaemolyticus"," s__parahaemolyticus","1077325 
  s__parahaemolyticus","1077325; s__parahaemolyticus",""," 1077325; s__parahaemolyticus"," 1077325 
  s__parahaemolyticus",1.23131377583075
"127","4396516","47.4666168762456",1.223572621085,"0.358846577129262","3.40973747297094","0.000650254397598022",0.0131841435107193,"PRJNA375772_Inner_Mongolia",0.523821795682939,1.92332344648706,"ns","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__"," f__Lachnospiraceae","4396516 
  f__Lachnospiraceae","4396516; f__Lachnospiraceae",""," 4396516; f__Lachnospiraceae"," 4396516 
  f__Lachnospiraceae",1.223572621085
